id,date,corrib_production,moffat,ROI_imports_via_interconnector,total
519,2019-06-03,72.1954,102.289,69.0598,243.544
520,2019-06-04,72.2042,130.5,83.0636,285.768
521,2019-06-05,72.1731,137.2,95.3037,304.677
522,2019-06-06,66.7094,137.1,94.5284,298.338
523,2019-06-07,72.3748,127.922,84.0834,284.38
524,2019-06-08,72.1828,103.811,64.4566,240.45
525,2019-06-09,72.1432,139.092,88.4621,299.697
526,2019-06-10,72.1021,125.531,84.439,282.072
527,2019-06-11,72.0426,127.156,81.1967,280.395
528,2019-06-12,72.0516,128.456,82.3967,282.904
529,2019-06-13,72.0115,151.944,101.711,325.667
530,2019-06-14,71.919,163.267,115.588,350.774
531,2019-06-15,71.9081,161.767,110.196,343.871
532,2019-06-16,71.8802,111.656,75.0953,258.631
533,2019-06-17,65.8968,123.933,80.2827,270.113
534,2019-06-18,72.3597,136.911,92.496,301.767
535,2019-06-19,71.8279,137.622,89.1089,298.559
536,2019-06-20,71.6421,137.256,94.1371,303.035
537,2019-06-21,71.5482,154.544,104.255,330.347
538,2019-06-22,71.4945,113.922,69.7675,255.184
539,2019-06-23,71.4524,96.2111,59.9601,227.624
540,2019-06-24,71.4578,143.378,99.9177,314.753
541,2019-06-25,71.3641,128.444,95.258,295.066
542,2019-06-26,71.2441,112.522,74.2635,258.03
543,2019-06-27,71.2782,97.875,63.7683,232.922
544,2019-06-28,71.1917,116.422,82.1793,269.793
545,2019-06-29,71.2751,105.678,77.3036,254.256
546,2019-06-30,71.1654,65.9556,41.9604,179.081
547,2019-07-01,71.0509,118.922,87.487,277.46
548,2019-07-02,71.1964,122.596,97.2541,291.047
549,2019-07-03,71.0605,141.378,100.225,312.663
550,2019-07-04,70.9754,137.574,89.899,298.448
551,2019-07-05,71.0034,112.153,84.5615,267.718
552,2019-07-06,70.9621,105.122,82.9924,259.076
553,2019-07-07,70.8941,106.411,80.2635,257.568
554,2019-07-08,70.8362,119.084,102.597,292.517
555,2019-07-09,70.7665,102.472,94.7503,267.988
556,2019-07-10,70.8137,116.138,88.6153,275.567
557,2019-07-11,70.7481,117.63,90.9572,279.335
558,2019-07-12,70.6355,108.322,83.4288,262.387
559,2019-07-13,70.6644,106.989,87.9895,265.643
560,2019-07-14,70.5829,97.5667,84.9907,253.14
561,2019-07-15,70.5252,118.978,93.5847,283.088
562,2019-07-16,70.469,121.4,91.6529,283.522
563,2019-07-17,70.5116,119.789,86.1691,276.47
564,2019-07-18,70.4598,123.333,87.55,281.343
565,2019-07-19,68.1772,115.144,77.0941,260.416
566,2019-07-20,71.0367,101.922,71.4896,244.448
567,2019-07-21,70.2874,65.2,34.3046,169.792
568,2019-07-22,69.9817,76.5556,45.5016,192.039
569,2019-07-23,70.2206,107.278,75.6142,253.113
570,2019-07-24,70.1087,97.2194,79.0619,246.39
571,2019-07-25,69.6738,79.4889,50.8141,199.977
572,2019-07-26,70.0972,103.689,74.7505,248.537
573,2019-07-27,70.0305,89.8222,70.0089,229.862
574,2019-07-28,69.9665,90.0333,71.2136,231.213
575,2019-07-29,69.9619,118.3,79.4068,267.669
576,2019-07-30,69.8922,104.356,70.3416,244.589
577,2019-07-31,68.1432,101.2,74.1133,243.457
578,2019-08-01,69.8253,117.033,83.0285,269.887
579,2019-08-02,69.7536,108.256,76.162,254.171
580,2019-08-03,69.6861,92.7778,63.9705,226.434
581,2019-08-04,69.6565,93.2111,63.0593,225.927
582,2019-08-05,69.6377,86.2889,47.2465,203.173
583,2019-08-06,69.5471,85.0444,52.7698,207.361
584,2019-08-07,67.8534,99.3778,73.5591,240.79
585,2019-08-08,69.451,98.0889,59.7915,227.331
586,2019-08-09,69.5632,77.1667,50.912,197.642
587,2019-08-10,69.5132,69.6778,36.9096,176.101
588,2019-08-11,69.4594,105.911,69.6774,245.048
589,2019-08-12,69.4511,115.289,79.9249,264.665
590,2019-08-13,69.409,122.422,85.5143,277.346
591,2019-08-14,69.346,99.9889,57.0515,226.386
592,2019-08-15,69.2641,78.2556,50.4096,197.929
593,2019-08-16,69.2339,47.4778,34.6571,151.369
594,2019-08-17,69.1827,35.4444,23.6333,128.26
595,2019-08-18,69.1616,40.9333,22.3593,132.454
596,2019-08-19,69.1747,90.6111,61.7988,221.585
597,2019-08-20,68.9944,112.867,74.7063,256.567
598,2019-08-21,68.6662,89.5778,56.4667,214.711
599,2019-08-22,68.9216,102.1,67.7859,238.808
600,2019-08-23,68.8965,83.2972,60.4897,212.683
601,2019-08-24,68.9456,78.7556,62.5924,210.294
602,2019-08-25,68.9023,81.7333,65.3568,215.992
603,2019-08-26,68.8591,85.9,65.2107,219.97
604,2019-08-27,68.6572,91.1,68.7218,228.479
605,2019-08-28,68.3928,91.2444,67.6188,227.256
606,2019-08-29,68.2542,69.9556,46.4004,184.61
607,2019-08-30,68.4099,81.1222,52.7472,202.279
608,2019-08-31,68.3246,65.2444,43.2202,176.789
609,2019-09-01,68.0844,77.9667,54.6959,200.747
610,2019-09-02,68.1128,83.7,55.5227,207.335
611,2019-09-03,68.233,95.4,65.6553,229.288
612,2019-09-04,68.1319,80.3222,50.0403,198.494
613,2019-09-05,68.1022,88.4333,59.0642,215.6
614,2019-09-06,68.1446,93.0889,62.9513,224.185
615,2019-09-07,68.0951,120.089,81.3795,269.564
616,2019-09-08,68.007,97.7111,66.2502,231.968
617,2019-09-09,12.8509,155.433,121.367,289.651
618,2019-09-10,0.0,169.233,139.802,309.035
619,2019-09-11,0.0,158.433,133.408,291.842
620,2019-09-12,0.0,166.189,130.662,296.851
621,2019-09-13,36.6664,163.611,121.53,321.808
622,2019-09-14,74.7814,70.1222,50.1454,195.049
623,2019-09-15,70.7128,106.693,73.3885,250.795
624,2019-09-16,69.9222,123.533,84.8441,278.3
625,2019-09-17,69.434,128.089,85.6967,283.22
626,2019-09-18,69.0957,132.278,84.1576,285.531
627,2019-09-19,68.9138,113.644,71.2936,253.852
628,2019-09-20,68.6816,81.5778,41.796,192.055
629,2019-09-21,68.5128,64.2222,32.7109,165.446
630,2019-09-22,68.5932,105.933,65.0295,239.556
631,2019-09-23,68.3481,103.422,60.0818,231.852
632,2019-09-24,68.1775,125.356,76.2979,269.831
633,2019-09-25,67.9824,122.8,72.5482,263.331
634,2019-09-26,68.2043,107.599,56.4203,232.223
635,2019-09-27,35.6237,134.689,87.368,257.681
636,2019-09-28,0.0,180.367,133.992,314.358
637,2019-09-29,0.0,187.056,142.184,329.24
638,2019-09-30,0.0,207.905,159.832,367.737
639,2019-10-01,0.0,191.667,155.989,347.655
640,2019-10-02,0.0,205.689,171.04,376.729
641,2019-10-03,0.0,169.489,132.384,301.873
642,2019-10-04,0.0,195.233,155.939,351.172
643,2019-10-05,0.0,176.0,142.132,318.132
644,2019-10-06,57.6191,109.244,75.6356,242.499
645,2019-10-07,73.6274,97.2778,64.0794,234.985
646,2019-10-08,71.8092,99.9778,58.5236,230.311
647,2019-10-09,13.2178,156.044,121.271,290.533
648,2019-10-10,73.9643,104.889,60.331,239.184
649,2019-10-11,71.2213,112.467,79.2335,262.921
650,2019-10-12,70.2799,110.411,74.9466,255.638
651,2019-10-13,69.8528,120.756,81.3562,271.965
652,2019-10-14,69.5635,142.744,88.6057,300.914
653,2019-10-15,69.2833,131.822,82.5471,283.653
654,2019-10-16,69.1109,131.556,83.9702,284.637
655,2019-10-17,68.9981,131.311,80.0706,280.38
656,2019-10-18,68.876,150.033,93.2953,312.205
657,2019-10-19,68.6789,108.744,73.9175,251.341
658,2019-10-20,68.4962,120.933,73.3403,262.77
659,2019-10-21,68.4518,174.011,115.793,358.256
660,2019-10-22,68.359,165.84,103.087,337.286
661,2019-10-23,68.2864,136.767,84.1222,289.175
662,2019-10-24,67.5339,180.289,123.467,371.29
663,2019-10-25,68.2588,202.244,138.911,409.414
664,2019-10-26,70.8919,151.444,105.844,328.181
665,2019-10-27,67.9114,166.0,113.092,347.003
666,2019-10-28,67.8656,161.256,98.9275,328.049
667,2019-10-29,67.8131,156.522,94.4614,318.797
668,2019-10-30,67.7057,133.2,77.9133,278.819
669,2019-10-31,67.6936,173.636,118.574,359.904
670,2019-11-01,67.5804,161.278,104.954,333.812
671,2019-11-02,67.4381,124.956,76.0525,268.446
672,2019-11-03,67.3426,154.411,101.437,323.191
673,2019-11-04,67.2544,160.267,101.375,328.896
674,2019-11-05,67.172,187.467,128.861,383.5
675,2019-11-06,67.1824,188.967,133.394,389.543
676,2019-11-07,67.0814,177.144,122.374,366.6
677,2019-11-08,66.9482,193.767,132.977,393.692
678,2019-11-09,66.9933,164.344,107.521,338.859
679,2019-11-10,66.8796,150.222,95.7534,312.855
680,2019-11-11,66.8538,153.122,94.0775,314.054
681,2019-11-12,66.7732,170.733,114.481,351.987
682,2019-11-13,66.6471,181.222,113.657,361.526
683,2019-11-14,66.5945,158.811,99.1472,324.553
684,2019-11-15,66.4828,201.778,135.141,403.402
685,2019-11-16,66.3785,201.622,140.121,408.121
686,2019-11-17,66.404,174.878,118.049,359.331
687,2019-11-18,66.3083,191.844,129.349,387.502
688,2019-11-19,66.2102,183.689,122.938,372.837
689,2019-11-20,66.2796,177.289,114.236,357.805
690,2019-11-21,66.1108,195.536,132.395,394.042
691,2019-11-22,66.0261,186.1,135.214,387.34
692,2019-11-23,66.0219,165.433,118.046,349.502
693,2019-11-24,66.0423,147.2,97.0574,310.3
694,2019-11-25,65.9688,177.133,122.027,365.13
695,2019-11-26,65.8866,148.833,100.355,315.075
696,2019-11-27,65.8518,180.733,123.131,369.716
697,2019-11-28,65.9456,185.733,132.248,383.927
698,2019-11-29,65.8714,188.822,120.513,375.207
699,2019-11-30,65.7778,166.744,114.375,346.897
700,2019-12-01,65.7164,177.1,129.388,372.205
701,2019-12-02,65.697,203.533,153.22,422.451
702,2019-12-03,65.358,184.089,127.546,376.992
703,2019-12-04,65.3718,170.62,118.455,354.447
704,2019-12-05,65.2333,141.811,80.555,287.599
705,2019-12-06,65.4021,131.789,78.0523,275.243
706,2019-12-07,65.3018,112.633,60.0759,238.011
707,2019-12-08,65.3517,107.456,64.154,236.961
708,2019-12-09,65.1947,152.256,102.68,320.13
709,2019-12-10,65.3194,115.9,74.3148,255.534
710,2019-12-11,65.3008,161.267,111.748,338.315
711,2019-12-12,65.2296,161.856,100.621,327.706
712,2019-12-13,65.2382,144.344,94.0054,303.588
713,2019-12-14,65.2198,156.322,106.048,327.59
714,2019-12-15,65.1753,184.922,118.855,368.953
715,2019-12-16,65.0709,211.144,142.596,418.811
716,2019-12-17,65.0085,223.522,151.792,440.323
717,2019-12-18,64.8033,151.578,90.8115,307.193
718,2019-12-19,65.023,181.4,127.025,373.448
719,2019-12-20,64.9587,189.311,136.848,391.118
720,2019-12-21,64.9417,191.111,131.231,387.284
721,2019-12-22,64.7919,142.367,88.8164,295.975
722,2019-12-23,64.7481,160.456,107.446,332.649
723,2019-12-24,64.764,164.7,105.594,335.059
724,2019-12-25,64.6897,126.978,78.8283,270.496
725,2019-12-26,64.5231,123.456,71.9029,259.882
726,2019-12-27,64.3906,126.156,72.5073,263.053
727,2019-12-28,64.333,87.4889,50.4641,202.286
728,2019-12-29,64.3802,79.9889,46.9198,191.289
729,2019-12-30,64.6224,157.333,98.4454,320.401
730,2019-12-31,64.4061,166.856,110.025,341.286
731,2020-01-01,64.2864,120.433,73.3499,258.07
732,2020-01-02,64.3847,110.144,66.4593,240.988
733,2020-01-03,64.255,149.5,109.25,323.005
734,2020-01-04,64.2227,144.5,94.6216,303.344
735,2020-01-05,64.1507,107.911,67.3629,239.425
736,2020-01-06,64.1757,132.389,87.4497,284.014
737,2020-01-07,64.0784,118.811,77.0506,259.94
738,2020-01-08,64.0635,181.333,120.341,365.738
739,2020-01-09,63.9565,202.911,141.864,408.731
740,2020-01-10,63.9063,160.478,103.535,327.919
741,2020-01-11,24.0069,161.933,127.057,312.997
742,2020-01-12,66.9271,132.644,83.4639,283.035
743,2020-01-13,64.8335,144.778,94.0558,303.667
744,2020-01-14,64.4549,166.722,114.557,345.734
745,2020-01-15,64.238,153.433,100.443,318.114
746,2020-01-16,64.1308,155.078,101.097,320.305
747,2020-01-17,64.1415,188.756,138.974,391.871
748,2020-01-18,64.0072,204.222,145.402,413.632
749,2020-01-19,63.7176,188.767,123.607,376.091
750,2020-01-20,63.6593,226.644,149.905,440.209
751,2020-01-21,63.6926,221.578,160.498,445.768
752,2020-01-22,63.7598,212.189,153.473,429.422
753,2020-01-23,63.6783,205.233,142.194,411.105
754,2020-01-24,63.695,197.556,134.524,395.774
755,2020-01-25,63.649,153.267,96.1146,313.03
756,2020-01-26,63.7312,144.344,99.8646,307.94
757,2020-01-27,63.687,180.933,135.275,379.895
758,2020-01-28,63.5998,172.5,117.727,353.827
759,2020-01-29,63.2805,162.633,105.615,331.529
760,2020-01-30,63.3713,135.856,91.6457,290.873
761,2020-01-31,63.3801,124.983,77.7251,266.088
762,2020-02-01,63.2561,137.144,93.3017,293.702
763,2020-02-02,63.2253,119.389,73.2063,255.82
764,2020-02-03,63.333,155.756,101.183,320.272
765,2020-02-04,63.137,197.889,140.069,401.095
766,2020-02-05,62.928,205.156,146.053,414.137
767,2020-02-06,62.5773,189.756,125.781,378.114
768,2020-02-07,62.6476,145.522,96.2778,304.448
769,2020-02-08,62.5357,133.422,91.2221,287.18
770,2020-02-09,62.6291,118.733,75.4732,256.836
771,2020-02-10,20.1324,202.444,151.459,374.036
772,2020-02-11,40.7525,202.478,149.082,392.312
773,2020-02-12,63.4835,200.944,133.261,397.689
774,2020-02-13,63.6218,199.544,134.337,397.503
775,2020-02-14,62.9592,144.456,94.0176,301.432
776,2020-02-15,62.7634,126.778,82.2828,271.824
777,2020-02-16,62.637,132.333,86.6255,281.596
778,2020-02-17,62.6366,151.6,105.106,319.342
779,2020-02-18,62.4605,163.2,109.524,335.184
780,2020-02-19,62.35,148.767,97.2092,308.326
781,2020-02-20,62.3375,149.1,99.5992,311.037
782,2020-02-21,62.1485,136.844,91.2484,290.241
783,2020-02-22,62.2586,134.156,88.2049,284.619
784,2020-02-23,62.0599,157.4,107.268,326.728
785,2020-02-24,62.1049,153.389,99.2765,314.77
786,2020-02-25,62.1437,187.744,123.587,373.475
787,2020-02-26,62.0185,227.844,162.633,452.496
788,2020-02-27,62.0383,210.747,143.928,416.714
789,2020-02-28,62.0385,162.167,98.8697,323.075
790,2020-02-29,62.0308,142.056,95.5908,299.677
791,2020-03-01,61.9644,156.689,103.68,322.334
792,2020-03-02,61.9497,189.922,125.088,376.959
793,2020-03-03,61.941,217.278,158.989,438.208
794,2020-03-04,61.8925,233.856,163.775,459.523
795,2020-03-05,61.8412,222.342,154.045,438.228
796,2020-03-06,61.583,189.333,122.965,373.882
797,2020-03-07,61.697,124.178,80.2329,266.108
798,2020-03-08,61.4467,122.356,78.6244,262.427
799,2020-03-09,61.5462,155.411,101.205,318.163
800,2020-03-10,61.5715,146.211,98.0422,305.825
801,2020-03-11,61.2497,153.944,101.108,316.302
802,2020-03-12,61.151,159.7,106.598,327.449
803,2020-03-13,61.2102,190.911,134.155,386.276
804,2020-03-14,61.1649,131.744,77.4216,270.331
805,2020-03-15,61.155,137.767,90.5804,289.502
806,2020-03-16,61.0699,154.1,95.5201,310.69
807,2020-03-17,61.0614,151.556,94.6385,307.255
808,2020-03-18,61.0206,208.033,148.174,417.228
809,2020-03-19,60.9697,195.933,135.491,392.394
810,2020-03-20,60.8356,172.444,117.026,350.306
811,2020-03-21,60.9363,153.056,104.611,318.603
812,2020-03-22,60.7307,143.167,90.807,294.704
813,2020-03-23,60.7195,147.244,96.6416,304.606
814,2020-03-24,60.5787,112.011,67.118,239.708
815,2020-03-25,44.0793,177.822,122.649,344.551
816,2020-03-26,58.406,150.278,100.978,309.662
817,2020-03-27,61.2374,137.1,89.9281,288.265
818,2020-03-28,58.3601,98.6556,63.2787,220.294
819,2020-03-29,60.7316,112.844,80.149,253.725
820,2020-03-30,60.6096,165.511,109.704,335.825
821,2020-03-31,60.5497,171.9,123.935,356.385
822,2020-04-01,59.2931,162.689,118.495,340.477
823,2020-04-02,60.6589,138.933,99.8229,299.415
824,2020-04-03,60.4555,148.111,109.163,317.729
825,2020-04-04,60.293,107.933,69.6204,237.847
826,2020-04-05,60.3518,95.6889,55.1978,211.238
827,2020-04-06,60.3351,122.889,88.3731,271.597
828,2020-04-07,60.1506,113.356,84.4804,257.987
829,2020-04-08,60.2247,135.289,103.4,298.913
830,2020-04-09,60.2532,130.3,96.1561,286.709
831,2020-04-10,60.272,135.078,98.419,293.769
832,2020-04-11,60.334,101.278,74.6773,236.289
833,2020-04-12,60.2976,98.9111,67.4791,226.688
834,2020-04-13,60.2805,112.033,82.3529,254.667
835,2020-04-14,60.1477,149.078,110.567,319.792
836,2020-04-15,60.0066,150.967,110.139,321.112
837,2020-04-16,60.0989,124.844,84.7119,269.655
838,2020-04-17,59.9807,127.467,84.6119,272.059
839,2020-04-18,60.009,140.911,94.8126,295.733
840,2020-04-19,59.9509,105.722,74.2485,239.922
841,2020-04-20,59.9326,101.022,70.0829,231.038
842,2020-04-21,59.7889,95.8333,67.7365,223.359
843,2020-04-22,58.9689,136.86,106.04,301.869
844,2020-04-23,58.8523,141.022,108.413,308.288
845,2020-04-24,43.7816,151.089,118.652,313.523
846,2020-04-25,60.3922,141.011,95.1795,296.583
847,2020-04-26,59.8884,144.333,97.4557,301.677
848,2020-04-27,59.6207,146.173,110.12,315.914
849,2020-04-28,59.3971,148.289,103.395,311.081
850,2020-04-29,59.4004,146.478,95.4088,301.287
851,2020-04-30,59.2031,158.089,105.413,322.705
852,2020-05-01,59.2168,148.7,101.851,309.767
853,2020-05-02,59.1057,134.189,98.4919,291.786
854,2020-05-03,59.0349,141.744,95.6648,296.444
855,2020-05-04,58.9541,116.222,74.9136,250.09
856,2020-05-05,58.8404,109.322,68.2753,236.438
857,2020-05-06,58.7164,140.011,97.3448,296.072
858,2020-05-07,58.7677,154.556,111.699,325.022
859,2020-05-08,25.494,196.789,152.47,374.753
860,2020-05-09,0.0,193.167,156.736,349.902
861,2020-05-10,39.4035,107.533,77.5667,224.503
862,2020-05-11,61.4745,139.711,97.1031,298.289
863,2020-05-12,60.2961,157.178,112.999,330.473
864,2020-05-13,59.9409,162.456,114.817,337.213
865,2020-05-14,59.4594,164.378,121.557,345.395
866,2020-05-15,59.3324,168.822,127.837,355.991
867,2020-05-16,59.1387,163.633,109.784,332.556
868,2020-05-17,59.109,110.644,68.9258,238.679
869,2020-05-18,58.9699,127.444,74.5116,260.926
870,2020-05-19,58.9065,159.933,110.129,328.969
871,2020-05-20,20.88,168.944,130.424,320.249
872,2020-05-21,62.1016,123.456,80.0186,265.576
873,2020-05-22,59.7302,81.7222,52.5082,193.961
874,2020-05-23,59.1895,74.3222,44.4231,177.935
875,2020-05-24,58.975,100.3,71.8602,231.135
876,2020-05-25,58.9781,121.711,89.6045,270.294
877,2020-05-26,58.7059,166.733,117.126,342.565
878,2020-05-27,58.5012,161.733,108.385,328.619
879,2020-05-28,58.0793,128.267,82.3133,268.659
880,2020-05-29,58.1724,107.722,67.2889,233.184
881,2020-05-30,58.0474,96.5222,67.8837,222.453
882,2020-05-31,58.1171,102.633,75.1334,235.884
883,2020-06-01,57.93,128.489,95.1524,281.571
884,2020-06-02,58.4976,117.178,81.0472,256.723
885,2020-06-03,58.4762,89.3111,58.6346,206.422
886,2020-06-04,58.4994,120.011,79.6124,258.123
887,2020-06-05,58.4835,89.9222,60.6869,209.093
888,2020-06-06,58.4867,89.0333,56.544,204.064
889,2020-06-07,58.4703,122.533,90.843,271.847
890,2020-06-08,26.8965,182.622,148.482,358.0
891,2020-06-09,23.9162,182.922,153.012,359.85
892,2020-06-10,60.6548,151.044,105.11,316.809
893,2020-06-11,59.0041,117.444,76.8697,253.318
894,2020-06-12,58.5072,122.233,95.8744,276.615
895,2020-06-13,58.3555,140.978,101.577,300.91
896,2020-06-14,57.8984,151.533,111.732,321.163
897,2020-06-15,57.7062,154.833,119.457,331.996
898,2020-06-16,58.0006,164.678,121.233,343.912
899,2020-06-17,58.2087,160.111,125.543,343.862
900,2020-06-18,58.2619,161.478,119.784,339.523
901,2020-06-19,58.1503,151.389,114.316,323.855
902,2020-06-20,57.9232,72.9111,50.0288,180.863
903,2020-06-21,57.8114,75.4667,47.2052,180.483
904,2020-06-22,57.6216,95.7222,71.7572,225.101
905,2020-06-23,57.6667,136.511,98.311,292.489
906,2020-06-24,57.639,132.411,104.339,294.389
907,2020-06-25,57.6464,138.022,104.748,300.417
908,2020-06-26,57.7911,133.711,98.2021,289.704
909,2020-06-27,57.8275,73.7,41.788,173.316
910,2020-06-28,57.6306,64.4556,32.1787,154.265
911,2020-06-29,57.6154,89.0556,64.9479,211.619
912,2020-06-30,57.5712,134.683,109.189,301.444
913,2020-07-01,57.4584,148.189,113.646,319.294
914,2020-07-02,57.355,135.678,99.63,292.663
915,2020-07-03,57.514,109.789,77.1113,244.414
916,2020-07-04,57.3803,86.1778,56.9711,200.529
917,2020-07-05,57.3372,71.0556,38.1499,166.543
918,2020-07-06,57.2261,150.744,111.088,319.059
919,2020-07-07,57.2504,150.833,111.123,319.206
920,2020-07-08,57.2387,163.567,117.458,338.263
921,2020-07-09,57.169,145.967,97.9661,301.102
922,2020-07-10,57.0639,154.678,106.822,318.564
923,2020-07-11,57.0648,155.944,107.082,320.092
924,2020-07-12,56.8834,111.044,68.6476,236.575
925,2020-07-13,57.0471,154.611,106.161,317.82
926,2020-07-14,57.0216,145.111,93.9035,296.036
927,2020-07-15,56.7799,134.844,86.2017,277.826
928,2020-07-16,51.4847,152.622,104.337,308.444
929,2020-07-17,57.0125,153.967,102.087,313.066
930,2020-07-18,56.7346,151.4,101.069,309.203
931,2020-07-19,57.0276,118.422,84.3029,259.753
932,2020-07-20,56.6266,139.519,94.1641,290.309
933,2020-07-21,56.5419,151.819,96.599,304.96
934,2020-07-22,56.5287,145.092,93.9668,295.587
935,2020-07-23,56.6779,149.092,105.991,311.76
936,2020-07-24,56.5831,143.133,92.6575,292.374
937,2020-07-25,56.5784,97.4778,72.5613,226.618
938,2020-07-26,56.5908,87.7667,65.4446,209.802
939,2020-07-27,56.518,101.7,69.3089,227.527
940,2020-07-28,56.4199,138.044,105.657,300.121
941,2020-07-29,56.3196,142.022,94.3242,292.666
942,2020-07-30,56.0175,111.189,61.3898,228.596
943,2020-07-31,56.3595,136.044,90.762,283.166
944,2020-08-01,56.3424,141.922,96.8427,295.107
945,2020-08-02,56.2267,143.967,97.5336,297.727
946,2020-08-03,56.0496,142.133,87.1657,285.349
947,2020-08-04,56.0176,88.5,44.9337,189.451
948,2020-08-05,56.0969,161.522,105.314,322.933
949,2020-08-06,55.8938,144.689,100.106,300.689
950,2020-08-07,56.1313,158.567,122.686,337.384
951,2020-08-08,55.9262,153.178,118.808,327.912
952,2020-08-09,55.8866,144.378,114.909,315.174
953,2020-08-10,55.8943,174.444,135.867,366.206
954,2020-08-11,54.7445,173.133,127.87,355.748
955,2020-08-12,52.8394,169.711,117.337,339.888
956,2020-08-13,55.9938,151.544,104.346,311.884
957,2020-08-14,56.0167,154.1,104.992,315.108
958,2020-08-15,55.8928,135.311,92.2145,283.418
959,2020-08-16,55.9022,147.789,102.871,306.562
960,2020-08-17,55.9583,173.489,124.805,354.252
961,2020-08-18,55.8786,173.544,121.737,351.16
962,2020-08-19,55.8233,141.944,94.142,291.91
963,2020-08-20,56.0706,92.4,59.1048,207.575
964,2020-08-21,55.9846,88.4333,51.8516,196.27
965,2020-08-22,55.8479,87.0111,48.8444,191.703
966,2020-08-23,55.7537,107.533,67.4181,230.705
967,2020-08-24,55.7684,138.444,87.9832,282.196
968,2020-08-25,55.6003,102.278,57.1547,215.033
969,2020-08-26,55.57,153.478,94.0618,303.11
970,2020-08-27,55.7061,161.667,97.2793,314.652
971,2020-08-28,55.3126,100.578,62.4579,218.348
972,2020-08-29,55.0952,109.867,79.9213,244.883
973,2020-08-30,55.244,138.756,101.945,295.944
974,2020-08-31,55.1981,124.858,90.3662,270.423
975,2020-09-01,55.1546,122.789,81.7324,259.676
976,2020-09-02,55.1359,115.178,77.7431,248.057
977,2020-09-03,55.0932,121.711,83.9111,260.715
978,2020-09-04,55.0522,130.306,99.9015,285.259
979,2020-09-05,55.0184,126.0,93.0701,274.088
980,2020-09-06,54.9926,130.178,96.4699,281.64
981,2020-09-07,10.3033,152.689,130.747,293.739
982,2020-09-08,0.0,184.411,147.393,331.804
983,2020-09-09,0.0,192.467,152.893,345.359
984,2020-09-10,0.0,204.122,150.088,354.211
985,2020-09-11,0.0,183.156,138.023,321.179
986,2020-09-12,0.0,138.678,105.458,244.136
987,2020-09-13,34.0421,118.633,78.5978,231.273
988,2020-09-14,53.2257,164.033,107.966,325.225
989,2020-09-15,53.3593,157.944,114.078,325.381
990,2020-09-16,40.5384,154.456,119.944,314.938
991,2020-09-17,53.2092,152.644,106.521,312.375
992,2020-09-18,53.2251,139.122,102.833,295.181
993,2020-09-19,53.2267,148.2,100.207,301.634
994,2020-09-20,53.2741,153.022,107.126,313.423
995,2020-09-21,53.3148,161.322,109.715,324.352
996,2020-09-22,53.3178,149.522,100.706,303.546
997,2020-09-23,53.3139,173.133,114.195,340.642
998,2020-09-24,53.3098,155.989,103.735,313.033
999,2020-09-25,53.3134,149.456,106.379,309.148
1000,2020-09-26,53.2993,137.922,106.634,297.855
1001,2020-09-27,53.2665,166.389,106.797,326.453
1002,2020-09-28,53.2737,162.867,107.603,323.743
1003,2020-09-29,53.2634,155.333,98.655,307.252
1004,2020-09-30,53.2726,161.633,105.96,320.866
1005,2020-10-01,53.2753,174.544,115.079,342.898
1006,2020-10-02,53.2694,136.633,83.8706,273.773
1007,2020-10-03,53.2695,136.167,88.6709,278.107
1008,2020-10-04,53.2697,124.489,77.9231,255.682
1009,2020-10-05,53.2701,137.722,81.135,272.127
1010,2020-10-06,52.4884,138.3,91.1491,281.938
1011,2020-10-07,51.4991,166.7,114.6,332.799
1012,2020-10-08,52.7676,148.7,104.085,305.552
1013,2020-10-09,52.7946,160.472,110.834,324.101
1014,2020-10-10,52.7577,136.111,87.8999,276.769
1015,2020-10-11,52.7761,148.344,97.09,298.211
1016,2020-10-12,35.7416,158.889,110.256,304.886
1017,2020-10-13,23.4077,197.122,142.01,362.54
1018,2020-10-14,53.0757,165.292,120.595,338.963
1019,2020-10-15,52.883,175.189,124.724,352.796
1020,2020-10-16,12.7007,204.889,155.075,372.664
1021,2020-10-17,52.1766,154.167,101.875,308.219
1022,2020-10-18,52.3986,140.278,95.7302,288.407
1023,2020-10-19,52.3367,134.122,88.32,274.779
1024,2020-10-20,52.2798,132.778,83.5476,268.605
1025,2020-10-21,53.2702,152.211,96.7926,302.274
1026,2020-10-22,53.1564,164.822,108.212,326.19
1027,2020-10-23,52.9463,137.867,92.4273,283.24
1028,2020-10-24,54.8421,114.578,74.1392,243.559
1029,2020-10-25,52.7011,108.033,62.919,223.653
1030,2020-10-26,52.445,128.011,82.971,263.427
1031,2020-10-27,52.3442,148.211,91.9798,292.535
1032,2020-10-28,52.3017,151.533,96.0452,299.88
1033,2020-10-29,52.354,133.633,83.743,269.73
1034,2020-10-30,52.3394,131.467,91.3992,275.205
1035,2020-10-31,52.3156,100.022,57.2757,209.613
1036,2020-11-01,52.2988,107.156,66.2425,225.697
1037,2020-11-02,52.3258,144.767,95.6634,292.756
1038,2020-11-03,50.5404,191.622,128.997,371.16
1039,2020-11-04,52.3086,201.956,144.201,398.465
1040,2020-11-05,52.3124,211.244,151.161,414.718
1041,2020-11-06,52.3385,189.322,129.129,370.79
1042,2020-11-07,52.3139,175.689,111.257,339.26
1043,2020-11-08,52.2888,152.633,93.5251,298.447
